koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_jmag_err,koi_hmag,koi_hmag_err,koi_kmag,koi_kmag_err,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,koi_bin_oedp_sig,koi_ldm_coeff2,koi_ldm_coeff1,koi_model_snr,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_period,koi_period_err1,koi_period_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_incl,koi_teq,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_tce_plnt_num,koi_time0,koi_time0_err1,koi_time0_err2,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_insol,koi_insol_err1,koi_insol_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_score,ExoplanetCandidate
14.069,13.188,12.865,12.677,11.575,0.025,10.998,0.018,10.889,0.016,1,9,14.746372,26.01456,0.0038,0.1807,0.5339,98.9,197.41339,0.0041,-0.0041,34.85,1.92,-7.72,0.676,0.409,0.041,-0.365,22.688,0.195,-0.195,2173.5,24.5,-24.5,152.8255989,0.0007133,-0.0007133,0.042512,0.002876,-0.000833,49.4,16.6,-16.6,89.53,734.0,4991.0,86.0,-135.0,2.933,0.03,-0.03,-0.18,0.2,-0.3,7.506,0.415,-1.661,1.761,0.175,-0.702,0.0,19.5847855,1.8e-06,44.638296,2.6e-05,-0.891,0.07,-0.625,0.092,-0.00079,0.00035,-0.00115,0.00049,0.1,1.2,0.1,1.1,0.2,1.7,0.11,0.22,0.16,0.11,0.19,0.15,1,2455030.413,0.0041,-0.0041,0,0,0,0,68.47,13.17,-31.27,0.09736,0.03265,-0.00079,1.0,1
16.038,15.092,14.859,14.696,13.661,0.023,13.175,0.026,13.016,0.032,3,132,4.060325,18.69375,0.5253,0.1324,0.6039,15.2,355.13518,0.00348,-0.00348,2.26,1.17,-0.35,0.0776,0.335,0.126,-0.335,1.53,0.129,-0.129,608.1,50.6,-50.6,8.56267266,4.308e-05,-4.308e-05,0.022272,0.001244,-0.001408,41.3,16.3,-16.3,89.54,768.0,5029.0,192.0,-174.0,4.429,0.13,-0.416,0.48,0.05,-0.25,0.93,0.481,-0.144,0.847,0.068,-0.049,0.093,18.9561703,9e-06,46.31729,0.00014,-0.44,0.33,2.67,0.52,-0.00015,0.00021,0.00033,0.00032,2.59,0.16,-9.4,0.16,9.75,0.17,-0.21,0.15,0.18,0.16,0.28,0.17,3,2455188.135,0.00348,-0.00348,0,0,0,0,82.22,137.64,-31.21,18.18192,7.15414,-9.82758,1.0,1
13.819,12.898,12.606,12.441,11.368,0.02,10.852,0.022,10.757,0.018,1,291,10.378082,84.00717,0.9048,0.1017,0.6385,79.7,171.840124,0.000813,-0.000813,1.51,0.08,-0.06,0.0503,0.246,0.189,-0.246,2.3499,0.0261,-0.0261,440.4,6.3,-6.3,4.603575293,4.668e-06,-4.668e-06,0.018677,0.000447,-0.000412,14.81,1.7,-1.7,89.05,810.0,4783.0,95.0,-95.0,4.602,0.014,-0.046,0.18,0.15,-0.15,0.741,0.039,-0.03,0.805,0.029,-0.046,0.0,19.8236117,2.8e-06,41.300256,3.5e-05,0.47,0.11,0.74,0.13,0.000168,5e-05,8.8e-05,5.5e-05,-0.097,0.084,0.1,0.12,0.139,0.1,0.04,0.14,0.08,0.12,0.09,0.13,1,2455004.84,0.000813,-0.000813,0,0,0,0,101.65,20.2,-15.28,2.89884,0.32353,-0.70121,1.0,1
14.067,13.577,13.426,13.37,12.497,0.023,12.16,0.018,12.104,0.022,1,45,3.233547,10.159695,0.9331,0.2622,0.4035,14.3,137.3316,0.0131,-0.0131,1.74,0.26,-0.24,0.1861,0.984,0.019,-0.687,7.433,0.252,-0.252,120.1,9.0,-9.0,29.6099055,0.0005169,-0.0005169,0.014184,0.000699,-0.004665,7.57,3.8,-3.8,82.54,629.0,5812.0,104.0,-116.0,4.329,0.126,-0.115,0.0,0.15,-0.15,1.122,0.168,-0.151,0.977,0.081,-0.066,0.131,19.399417,2e-05,40.22923,0.00024,-1.11,0.83,-0.31,0.85,0.000126,9.6e-05,4.8e-05,9.8e-05,-0.3,0.36,0.39,0.41,0.5,0.45,-0.3,0.37,0.43,0.38,0.52,0.44,1,2454970.332,0.0131,-0.0131,0,0,0,0,37.12,15.56,-11.47,0.00937,1.22902,-0.01478,0.996,1
16.08,15.068,14.723,14.56,13.47,0.025,12.91,0.028,12.814,0.029,1,660,4.1648016,19.742798,0.2709,0.1054,0.6323,20.4,132.64394,0.00189,-0.00189,1.12,0.08,-0.03,0.0283,0.009,0.46,-0.009,1.1596,0.0625,-0.0625,287.5,18.4,-18.4,2.032318856,4.589e-06,-4.589e-06,0.015039,0.001343,-0.000258,13.6,6.2,-6.2,89.96,1011.0,4670.0,93.0,-93.0,4.635,0.012,-0.048,0.06,0.15,-0.15,0.682,0.048,-0.021,0.761,0.027,-0.046,0.481,19.444605,1.4e-05,42.59072,0.00015,-0.51,0.54,0.03,0.53,0.00013,0.00015,3e-05,0.00015,-0.15,0.16,0.18,0.19,0.24,0.18,-0.04,0.16,0.28,0.19,0.28,0.19,1,2454965.644,0.00189,-0.00189,0,0,0,0,247.21,59.27,-32.94,11.52629,5.24604,-4.08147,1.0,1
14.114,13.606,13.47,13.401,12.53,0.02,12.152,0.023,12.12,0.023,1,31,4.165129,10.880907,0.4179,0.2787,0.3728,12.5,146.9767,0.0157,-0.0157,1.25,0.33,-0.11,0.2301,0.923,0.038,-0.653,5.783,0.312,-0.312,150.7,13.9,-13.9,41.8681996,0.0007404,-0.0007404,0.013675,1.5e-05,-0.002868,23.2,11.3,-11.3,87.73,492.0,5852.0,140.0,-158.0,4.559,0.035,-0.184,-0.3,0.3,-0.3,0.837,0.223,-0.074,0.928,0.099,-0.109,0.742,19.500991,2.1e-05,38.02196,0.0003,0.54,0.88,-0.4,1.1,-6e-05,0.00014,-5e-05,0.00018,-0.13,0.55,0.1,1.3,0.2,1.1,-0.02,0.52,0.0,1.3,0.0,1.0,1,2454979.977,0.0157,-0.0157,0,0,0,0,13.89,10.59,-3.55,0.13559,1.83827,-0.08288,0.999,1
15.271,14.888,14.783,14.756,13.959,0.026,13.714,0.035,13.685,0.049,1,366,7.291576,42.85799,0.3649,0.3103,0.2947,58.9,172.17977,0.00143,-0.00143,3.46,1.0,-0.42,0.05,0.954,0.006,-0.59,3.435,0.177,-0.177,540.0,10.6,-10.6,3.723560726,6.504e-06,-6.504e-06,0.026865,0.000463,-0.004546,3.29,1.6,-1.6,73.12,1401.0,6535.0,154.0,-212.0,4.373,0.062,-0.175,-0.1,0.25,-0.3,1.181,0.339,-0.145,1.202,0.164,-0.164,0.0,19.35993,9e-06,41.527888,8.2e-05,-54.5,0.36,9.06,0.29,0.02596,0.00018,-0.00428,0.00014,-6.703,0.069,1.391,0.069,6.845,0.07,-6.9,0.067,1.492,0.069,7.059,0.067,1,2455005.18,0.00143,-0.00143,0,0,1,1,910.65,745.12,-296.49,0.04847,1.02712,-0.00843,0.0,0
15.62,14.731,14.401,14.167,13.061,0.021,12.523,0.025,12.406,0.02,1,2094,1047.0751,13127.424,-1.0,0.1392,0.5856,1012.9,131.8546732,5.82e-05,-5.82e-05,46.59,4.47,-4.03,0.0123,0.404,0.015,-0.006,2.69771,0.00203,-0.00203,465918.0,404.0,-404.0,0.639721284,4.6e-08,-4.6e-08,0.682637,0.00306,-0.00629,3.1409,0.032,-0.032,82.61,1505.0,4794.0,144.0,-144.0,4.633,0.06,-0.035,-0.62,0.35,-0.3,0.625,0.06,-0.054,0.612,0.072,-0.033,0.0,19.872130274,1.1e-08,40.47803073,1.2e-07,0.17554,0.00044,-0.39336,0.00043,0.2,1.7,-0.1,2.3,-0.013,0.067,0.048,0.067,0.05,0.067,-0.005,0.067,-0.136,0.068,0.137,0.068,1,2454964.855,5.82e-05,-5.82e-05,0,1,0,0,1220.53,429.85,-318.79,1.43235,0.0146,-0.0341,0.0,0
16.077,15.54,15.38,15.335,14.415,0.028,14.085,0.044,13.982,0.055,2,225,3.2496085,8.175151,0.6503,0.26,0.4133,11.2,134.51434,0.00818,-0.00818,1.87,0.31,-0.37,0.0648,0.348,0.114,-0.348,3.752,0.262,-0.262,156.3,15.7,-15.7,5.77451117,5.805e-05,-5.805e-05,0.011499,0.000662,-0.000755,11.18,3.8,-3.8,88.21,1232.0,5821.0,78.0,-78.0,4.127,0.182,-0.098,0.16,0.15,-0.15,1.492,0.241,-0.294,1.088,0.104,-0.083,0.173,19.600969,3.9e-05,42.82428,0.00042,-2.0,1.6,-0.3,1.5,0.0003,0.00022,6e-05,0.00021,0.2,1.0,0.33,0.78,0.4,1.1,0.26,0.98,0.2,0.74,0.3,1.2,2,2454967.514,0.00818,-0.00818,0,0,0,0,544.74,230.38,-211.98,0.7936,0.26867,-0.3493,0.966,1
14.527,13.744,13.447,13.233,12.248,0.022,11.742,0.018,11.609,0.021,1,49,207.52882,739.0865,0.0,0.2745,0.4228,415.7,177.968689,0.000688,-0.000688,7.37,0.36,-0.46,0.1421,0.438,0.025,-0.041,10.6977,0.064,-0.064,19963.9,56.6,-56.6,26.94927489,2.285e-05,-2.285e-05,0.131873,0.000357,-0.000675,20.1,1.1,-1.1,88.75,395.0,4723.0,145.0,-162.0,4.741,0.045,-0.024,-1.58,0.3,-0.25,0.512,0.025,-0.032,0.526,0.032,-0.021,0.0,19.43755413,2.4e-07,40.2678004,1.5e-06,-0.0481,0.0097,0.0734,0.0055,-0.0035,0.0021,0.0008,0.0027,0.158,0.067,-0.034,0.069,0.162,0.067,0.07,0.069,-0.081,0.069,0.107,0.07,1,2455010.969,0.000688,-0.000688,0,1,0,0,5.78,1.4,-1.36,0.21163,0.01193,-0.0115,0.0,0
16.1,15.624,15.495,15.457,14.604,0.034,14.339,0.042,14.201,0.082,1,2196,62.208176,154.03111,0.9786,0.3024,0.3288,83.9,131.839508,0.000598,-0.000598,8.7,2.59,-0.86,0.0147,0.833,0.06,-0.518,2.162,0.14,-0.14,4691.5,69.0,-69.0,0.594274521,4.21e-07,-4.21e-07,0.070839,0.001966,-0.007394,1.688,0.734,-0.734,60.42,2436.0,6321.0,174.0,-239.0,4.417,0.06,-0.192,0.07,0.25,-0.3,1.125,0.335,-0.112,1.207,0.141,-0.173,,19.4329819,8.5e-06,39.053542,9.4e-05,11.82,0.36,17.58,0.34,-0.0065,0.00025,,,4.53,0.44,3.75,0.37,5.88,0.57,6.695,0.071,5.247,0.068,8.506,0.07,1,2454964.84,0.000598,-0.000598,0,0,1,1,8367.99,7342.71,-2552.62,0.25751,0.55958,-0.08399,0.0,0
15.225,14.532,14.31,14.193,13.172,0.024,12.797,0.023,12.701,0.027,1,845,72.4885,776.90173,0.0016,0.2396,0.4415,415.0,132.634679,0.000322,-0.000322,26.11,5.29,-3.51,0.0248,1.128,0.157,-0.084,5.4958,0.0183,-0.0183,9876.3,28.8,-28.8,1.594162001,6.3e-07,-6.3e-07,0.270214,0.142944,-0.069715,1.751,0.342,-0.342,49.91,1419.0,5388.0,159.0,-159.0,4.449,0.121,-0.148,-0.14,0.3,-0.3,0.885,0.179,-0.119,0.802,0.113,-0.061,0.0,20.07341765,3.2e-07,44.7598659,2.9e-06,6.888,0.012,-2.607,0.01,-0.05359,0.00048,0.02241,0.00067,6.99,0.31,-4.33,0.17,8.22,0.25,7.03,0.32,-4.51,0.14,8.35,0.25,1,2454965.635,0.000322,-0.000322,0,1,1,0,960.51,599.12,-322.19,0.03999,0.0078,-0.00309,0.0,0
14.787,14.202,14.026,13.917,13.03,0.024,12.661,0.023,12.609,0.026,1,4,6.9993753,9.900649,0.3686,0.2291,0.4603,7.1,329.3836,0.0226,-0.0226,2.3,0.29,-0.14,0.7037,0.307,0.157,-0.307,4.818,0.873,-0.873,641.0,118.0,-118.0,219.931324,0.0067,-0.0067,0.023063,0.002006,-0.002919,340.0,155.0,-155.0,89.95,279.0,5557.0,75.0,-83.0,4.5,0.038,-0.113,0.12,0.15,-0.15,0.912,0.116,-0.053,0.958,0.047,-0.059,0.461,19.679107,2.6e-05,39.57566,0.00027,-0.6,1.1,-0.1,0.96,0.0006,0.00083,9e-05,0.00082,-0.49,0.42,0.15,0.25,0.52,0.41,-0.4,0.42,0.17,0.25,0.43,0.4,1,2455162.384,0.0226,-0.0226,0,0,0,0,1.43,0.49,-0.23,15.40758,14.01287,-15.22375,0.898,1
12.725,12.326,12.239,12.192,11.366,0.022,11.129,0.018,11.038,0.014,1,27,25.9852,99.38497,0.9393,0.3023,0.3153,176.5,153.0806,0.00333,-0.00333,43.41,9.92,-10.9,0.2726,1.236,6.179,-0.553,23.568,0.17,-0.17,857.5,5.9,-5.9,49.6456235,0.0002059,-0.0002059,0.266267,6.166101,-0.547034,4.59,2.3,-2.3,74.36,648.0,6273.0,170.0,-170.0,4.129,0.204,-0.136,-0.2,0.25,-0.3,1.493,0.341,-0.375,1.095,0.182,-0.136,0.636,19.6842318,1.9e-06,46.148033,2e-05,-0.009,0.071,0.048,0.071,0.0,0.0016,0.0,0.0023,0.31,0.28,0.15,0.16,0.34,0.28,0.32,0.27,0.16,0.16,0.36,0.27,1,2454986.081,0.00333,-0.00333,0,1,0,0,41.57,28.24,-20.69,0.00074,0.01092,-0.00026,0.001,0
13.683,13.237,13.128,,12.319,0.022,12.176,0.024,12.103,0.024,3,312,7.7721915,16.123747,0.5998,0.303,0.3166,20.8,132.4955,0.00521,-0.00521,1.29,0.22,-0.26,0.0505,0.035,0.419,-0.035,3.683,0.149,-0.149,58.3,3.1,-3.1,3.88688862,2.266e-05,-2.266e-05,0.007007,0.000279,-0.00025,8.134,0.248,-0.248,89.75,1574.0,6167.0,124.0,-124.0,4.037,0.182,-0.098,-0.12,0.15,-0.15,1.689,0.281,-0.343,1.135,0.142,-0.103,0.0,19.535848,1.4e-05,46.27739,0.0002,-0.06,0.52,-0.46,0.72,-9e-06,3.1e-05,8.4e-05,4.2e-05,-1.1,0.52,0.4,1.5,1.18,0.93,-1.07,0.47,0.5,1.4,1.19,0.93,3,2454965.496,0.00521,-0.00521,0,0,0,0,1448.04,685.18,-600.18,0.67389,0.02056,-0.30996,0.999,1
13.782,13.315,13.196,,12.236,0.021,11.995,0.018,11.9,0.021,1,64,3.816387,12.62842,0.9798,0.2941,0.3391,15.7,149.88083,0.00797,-0.00797,2.62,0.36,-0.82,0.1651,0.205,0.262,-0.205,4.019,0.279,-0.279,104.4,8.0,-8.0,21.2360024,0.0002028,-0.0002028,0.009391,0.000368,-0.00058,39.9,3.1,-3.1,89.71,1048.0,6035.0,132.0,-120.0,3.745,0.231,-0.082,-0.16,0.15,-0.15,2.559,0.343,-0.8,1.328,0.132,-0.227,0.441,19.498669,2.3e-05,43.22692,0.00025,0.72,0.89,-0.37,0.9,-6.9e-05,8.7e-05,3.5e-05,8.8e-05,-0.34,0.83,-0.2,1.1,0.4,0.93,-0.26,0.84,-0.24,0.91,0.35,0.93,1,2454982.881,0.00797,-0.00797,0,0,0,0,285.21,114.74,-160.85,2.66414,0.20919,-1.44709,0.951,1
15.054,14.469,14.307,14.205,13.28,0.025,12.895,0.024,12.874,0.03,3,179,4.067597,16.144896,0.9116,0.186,0.5256,17.1,132.56964,0.00512,-0.00512,1.39,0.19,-0.19,0.0683,0.024,0.426,-0.024,3.103,0.156,-0.156,193.2,12.2,-12.2,6.98800953,4.507e-05,-4.507e-05,0.012445,0.000664,-0.000506,17.42,2.6,-2.6,89.92,914.0,5353.0,80.0,-72.0,4.358,0.137,-0.1,0.16,0.15,-0.1,1.023,0.141,-0.141,0.87,0.064,-0.032,0.181,19.556788,1.5e-05,48.44445,0.00015,0.24,0.53,-0.69,0.56,-4e-05,9.8e-05,0.0001,0.0001,0.33,0.34,-0.52,0.33,0.61,0.37,0.32,0.36,-0.6,0.35,0.68,0.35,2,2454965.57,0.00512,-0.00512,0,0,0,0,164.86,61.62,-48.78,2.04813,0.3099,-0.77525,0.967,1
14.295,13.945,13.938,13.819,13.011,0.023,12.786,0.024,12.76,0.028,1,96,1638.0083,5474.818,0.0,0.311,0.2938,422.1,133.39298,0.00162,-0.00162,88.52,26.28,-21.52,0.0428,0.841,0.025,-0.022,4.5776,0.0116,-0.0116,173843.0,482.0,-482.0,2.856085147,3.54e-06,-3.54e-06,0.531206,0.016132,-0.015328,6.2023,0.0373,-0.0373,82.21,1739.0,6604.0,187.0,-258.0,4.178,0.162,-0.18,-0.12,0.25,-0.3,1.526,0.453,-0.371,1.283,0.2,-0.22,0.0,18.937819246,2.9e-08,46.80954399,2.9e-07,-0.1018,0.0011,-0.1297,0.0011,0.0,0.2,0.0,0.29,0.009,0.067,0.002,0.067,0.01,0.067,-0.14,0.12,-0.127,0.068,0.19,0.1,1,2454966.393,0.00162,-0.00162,0,1,0,0,2164.0,1905.55,-1106.98,0.55331,0.00333,-0.01133,0.0,0
13.706,13.184,13.01,12.942,12.037,0.021,11.749,0.025,11.656,0.018,1,112,4.026168,10.666088,0.633,0.2949,0.3354,39.0,141.5307,0.0307,-0.0307,1.88,0.51,-0.63,0.1034,0.98,0.106,-0.005,29.09,2.0,-2.0,92.2,2.6,-2.6,12.4261809,0.0003848,-0.0003848,0.012023,0.085301,-0.0003,1.285,0.445,-0.445,40.29,976.0,5948.0,161.0,-178.0,4.106,0.35,-0.15,-0.28,0.3,-0.3,1.432,0.391,-0.478,0.957,0.141,-0.115,0.002,19.842738,1.7e-05,40.53229,0.00019,1.31,0.72,1.22,0.69,-6.9e-05,4.6e-05,-6.8e-05,4.5e-05,-0.64,0.54,0.39,0.65,0.75,0.57,-0.47,0.57,0.59,0.64,0.75,0.63,1,2454974.531,0.0307,-0.0307,1,0,1,1,214.85,172.6,-130.41,0.00026,9e-05,-7e-05,0.0,0
14.647,14.049,13.877,13.792,12.856,0.022,12.501,0.015,12.461,0.027,1,287,3.800895,10.74156,0.9092,0.2434,0.4341,13.1,132.69596,0.00353,-0.00353,0.86,0.17,-0.07,0.0446,0.033,0.416,-0.033,1.41,0.109,-0.109,125.7,11.9,-11.9,3.70386741,2.025e-05,-2.025e-05,0.010182,0.00079,-0.000395,20.26,6.1,-6.1,89.91,1012.0,5496.0,149.0,-149.0,4.592,0.032,-0.12,-0.24,0.3,-0.3,0.776,0.152,-0.065,0.869,0.074,-0.102,0.345,19.878924,3.4e-05,48.44398,0.00033,1.1,1.2,0.6,1.2,-0.0001,0.00015,-9e-05,0.00015,0.13,0.26,0.71,0.44,0.72,0.45,0.29,0.27,0.57,0.44,0.64,0.44,1,2454965.696,0.00353,-0.00353,0,0,0,0,247.2,146.25,-61.28,11.47205,3.43609,-5.36147,1.0,1
14.429,13.868,13.751,13.692,12.734,0.021,12.449,0.017,12.355,0.019,2,944,5.085161,33.81817,0.9426,0.2602,0.4096,67.1,132.51421,0.00111,-0.00111,168.68,48.88,-16.3,0.0212,2.623,1.441,-0.04,3.0287,0.0589,-0.0589,541.2,10.2,-10.2,1.096587245,1.423e-06,-1.423e-06,1.639758,1.442961,-0.038945,2.75,1.2,-1.2,17.79,1726.0,5869.0,142.0,-203.0,4.513,0.036,-0.204,0.07,0.25,-0.3,0.942,0.273,-0.091,1.054,0.112,-0.137,,19.8433631,9.4e-06,47.097609,9e-05,-336.46,0.35,-2.59,0.32,,,0.000677,6e-05,-5.3,1.2,2.46,0.37,5.83,0.89,-5.6,1.4,2.12,0.44,6.0,1.2,2,2454965.514,0.00111,-0.00111,0,1,1,1,2096.5,1741.24,-610.22,0.32884,0.59192,-0.10449,0.0,0
12.834,12.534,12.476,12.483,11.704,0.021,11.506,0.019,11.46,0.016,1,89,3.0066268,11.339767,0.7085,0.3029,0.3239,12.5,138.3761,0.0127,-0.0127,1.57,0.25,-0.21,0.1253,0.857,0.099,-0.608,4.973,0.362,-0.362,108.2,10.0,-10.0,14.8162925,0.0002631,-0.0002631,0.010848,0.001946,-0.0015,12.25,6.1,-6.1,85.99,912.0,6356.0,115.0,-128.0,4.27,0.09,-0.11,0.0,0.15,-0.15,1.325,0.214,-0.175,1.191,0.096,-0.096,0.002,19.595913,1.2e-05,45.71886,0.00014,0.93,0.47,-0.59,0.51,-8.3e-05,4.3e-05,5.9e-05,4.7e-05,0.36,0.51,0.1,0.34,0.37,0.51,0.34,0.51,0.2,0.33,0.39,0.47,1,2454971.376,0.0127,-0.0127,0,0,0,0,163.33,73.41,-49.91,0.15843,0.86811,-0.13719,0.938,1
15.656,15.07,14.918,14.83,13.894,0.027,13.499,0.029,13.509,0.047,1,224,19.295269,114.71242,0.4436,0.2676,0.3928,111.3,132.909319,0.000961,-0.000961,31.58,9.4,-2.94,0.0393,1.271,4.206,-0.04,3.5943,0.0408,-0.0408,2533.7,27.3,-27.3,2.881338104,3.282e-06,-3.282e-06,0.328641,4.188617,-0.037889,2.71,1.4,-1.4,62.0,1206.0,5783.0,163.0,-204.0,4.539,0.035,-0.196,-0.08,0.3,-0.3,0.88,0.262,-0.082,0.977,0.116,-0.116,,19.5234688,2.7e-06,44.061279,4.6e-05,5.93,0.1,2.3,0.16,-0.0074,0.00015,,,3.107,0.076,1.91,0.11,3.65,0.1,2.973,0.072,1.435,0.076,3.301,0.074,1,2454965.909,0.000961,-0.000961,0,1,0,0,501.88,442.73,-144.4,0.04516,0.67619,-0.00349,0.0,0
14.709,13.36,12.77,,10.504,0.021,9.615,0.018,9.368,0.014,1,24,21.021004,31.867895,0.0918,0.0022,0.7884,16.6,159.3454,0.00491,-0.00491,1680.99,83.62,-334.4,0.5714,1.2,71.07,-2.993,3.112,0.243,-0.243,1563.0,113.0,-113.0,121.0598037,0.000776,-0.000776,0.253653,71.05529,-2.975971,107.7,53.8,-53.8,89.36,1792.0,3942.0,88.0,-108.0,1.101,0.03,-0.03,-0.18,0.2,-0.25,60.688,3.019,-12.074,1.696,0.108,-0.613,,20.0313447,9.1e-06,44.96162,0.00011,4.99,0.35,-71.31,0.41,,,0.05157,0.00032,0.477,0.067,-12.75,0.068,12.759,0.068,0.58,0.068,-12.845,0.068,12.858,0.068,1,2454992.345,0.00491,-0.00491,0,1,1,0,2437.81,496.61,-1038.03,1.61086,509.14398,-3.16829,0.0,0
15.093,14.445,14.292,14.155,13.17,0.024,12.883,0.034,12.793,0.036,4,150,6.4107714,32.128864,0.9022,0.2193,0.4785,45.8,175.4761,0.00172,-0.00172,2.89,0.42,-0.3,0.0666,0.876,0.006,-0.628,3.5032,0.0478,-0.0478,543.3,12.7,-12.7,6.38899658,1.397e-05,-1.397e-05,0.025119,0.000346,-0.003481,7.46,3.7,-3.7,83.26,970.0,5527.0,111.0,-111.0,4.376,0.099,-0.11,0.26,0.15,-0.15,1.054,0.152,-0.11,0.964,0.063,-0.047,0.44,18.8912273,7.6e-06,41.821823,9.6e-05,0.03,0.3,-0.13,0.35,-0.00012,0.00016,8e-05,0.00018,-0.08,0.12,-0.14,0.15,0.16,0.15,-0.14,0.15,0.02,0.13,0.14,0.15,2,2455008.476,0.00172,-0.00172,0,0,0,0,209.17,87.35,-54.46,0.19274,1.13748,-0.00181,1.0,1
12.744,12.804,12.906,12.965,12.366,0.02,12.345,0.024,12.347,0.025,1,2142,3.754162,12.345082,0.9806,0.2918,0.2025,31.0,131.8663,0.00262,-0.00262,1.28,0.53,-0.33,0.0188,0.522,0.006,-0.511,2.411,0.104,-0.104,37.3,1.5,-1.5,0.624677585,2.004e-06,-2.004e-06,0.005852,6.2e-05,-0.000273,1.852,0.52,-0.52,73.63,4391.0,9653.0,272.0,-467.0,4.191,0.144,-0.216,0.07,0.2,-0.75,1.996,0.831,-0.512,2.256,0.396,-0.544,0.0,19.868674,4.7e-05,41.19722,0.00036,-35.4,1.9,8.0,1.3,0.000417,2.3e-05,-9.3e-05,1.5e-05,,,,,,,,,,,,,1,2454964.866,0.00262,-0.00262,0,1,1,0,87591.59,108774.19,-47884.72,0.30788,0.173,-0.02892,0.0,0
15.779,15.003,14.745,14.626,13.586,0.022,13.146,0.021,12.992,0.027,1,2354,4.550782,36.96481,0.9971,0.1496,0.5746,53.8,134.063088,0.000658,-0.000658,1.55,0.07,-0.13,0.0125,0.324,0.154,-0.324,1.0258,0.0248,-0.0248,334.8,7.5,-7.5,0.567856484,4.46e-07,-4.46e-07,0.016679,0.000294,-0.000697,4.126,0.861,-0.861,85.49,1848.0,5073.0,83.0,-76.0,4.483,0.082,-0.027,0.14,0.15,-0.15,0.853,0.039,-0.072,0.806,0.056,-0.03,0.297,19.1258102,6.5e-06,42.471225,7.5e-05,-0.31,0.26,-0.13,0.27,7.9e-05,7.5e-05,2.6e-05,7.8e-05,0.012,0.077,0.06,0.11,0.06,0.11,-0.04,0.11,-0.02,0.11,0.05,0.11,1,2454967.063,0.000658,-0.000658,0,0,0,0,2760.23,460.61,-581.88,4.12097,0.86004,-1.10997,1.0,1
16.953,15.778,15.325,15.086,13.875,0.032,13.257,0.038,13.141,0.028,1,105,5.2217026,27.54635,0.7185,0.1496,0.5738,31.2,137.16499,0.00291,-0.00291,2.02,0.11,-0.1,0.0784,0.72,0.189,-0.504,2.7186,0.078,-0.078,1198.6,43.0,-43.0,10.71253475,3.804e-05,-3.804e-05,0.034061,0.00379,-0.002817,22.37,9.5,-9.5,88.16,485.0,4175.0,83.0,-91.0,4.715,0.025,-0.032,-0.46,0.15,-0.15,0.544,0.029,-0.029,0.561,0.028,-0.033,0.0,19.9384797,9.4e-06,45.4405,0.00012,0.27,0.36,-0.51,0.44,-0.00058,0.00044,-0.00172,0.00055,-0.04,0.16,0.19,0.24,0.19,0.23,-0.08,0.17,-0.21,0.18,0.23,0.16,1,2454970.165,0.00291,-0.00291,0,0,0,0,13.09,2.62,-2.35,1.84576,3.12164,-1.43373,1.0,1
15.3,14.629,14.411,14.309,13.34,0.026,12.969,0.025,12.878,0.034,1,415,56.10826,736.81085,0.7995,0.257,0.4213,775.0,133.379165,0.000101,-0.000101,12.4,1.03,-0.93,0.0442,0.475,0.043,-0.082,3.0535,0.0194,-0.0194,6998.2,11.7,-11.7,3.246732048,3.94e-07,-3.94e-07,0.077925,0.00046,-0.000889,7.89,1.0,-1.0,86.55,1459.0,5763.0,103.0,-114.0,4.15,0.055,-0.044,0.26,0.15,-0.15,1.457,0.121,-0.109,1.093,0.124,-0.076,0.0,20.0068403,4.3e-07,45.7623097,5.8e-06,0.64,0.016,0.611,0.021,0.00124,0.00022,0.00401,0.00031,0.011,0.068,-0.166,0.072,0.166,0.072,-0.007,0.067,0.22,0.069,0.22,0.069,1,2454966.379,0.000101,-0.000101,0,0,0,0,1072.7,277.96,-225.02,0.88211,0.117,-0.07532,1.0,1
